Tweets Follower_Engagement Connectedness Sentiment
54 0 -0.829463930635609 0.09593007154461 Neutral
55 0 2.5107250787188 -3.13673016156402 Neutral
56 0 -0.522315090219986 -0.0436245523761034 Neutral
57 0 -1.91146259996954 0.002610315636983 Neutral
58 0 -2.17825361239626 -2.28068493968673 Neutral
59 0 -3.85376957656886 1.10115368166588 Neutral
60 1 -1.95617206780414 -0.414615989254869 Neutral
61 0 0.0572046070938577 -1.52043855562671 Neutral
62 0 -2.35731891297014 -1.85020578215756 Neutral
63 0 -1.86961800190701 -0.463699629045158 Neutral
64 2 2.16035942928332 -1.15104178797401 Neutral
65 0 -2.03319127006353 0.805953182419374 Neutral
66 0 -3.20805055908832 -0.683489820144625 Neutral
67 0 -1.55732972800096 0.574118618535432 Neutral
68 1 -0.561929748880613 -0.0879141001248475 Positive
69 0 -0.982566467073497 -2.06551515707536 Neutral
70 5 3.29049027305809 -1.04162726230276 Neutral
71 0 0.294865269145045 -1.32408508021595 Neutral
72 1 1.75630074862024 -2.03290031168448 Neutral
73 2 0.677292541338137 -0.295522975777961 Neutral
74 0 -1.08249307854176 -0.690220329352669 Neutral
75 0 -0.935854906333732 0.312921823265395 Neutral
76 15 -1.42463128017494 5.57175531683728 Neutral
77 1 -1.47133774498399 -0.768157560264858 Negative
78 0 -2.14236783898925 1.62341461585147 Neutral
79 0 -1.9655619948792 0.377506695216688 Neutral
80 5 -0.3646331384267 2.79198257745674 Positive
81 5 3.11638392627431 -1.06039478979232 Positive
82 2 2.44234566738857 -1.41133886240561 Neutral
83 1 0.181276701246891 1.31485824950062 Neutral
84 1 0.468621129149996 1.04778421302033 Positive
85 0 1.34393271920846 -2.65109384337274 Neutral
86 6 4.09618731706812 -0.794085534113319 Neutral
87 0 -1.37087478267115 -1.76865728817421 Neutral
88 0 0.00827177638743182 1.1986907718175 Neutral
89 0 -1.03423480920486 -2.09128768717645 Neutral
90 0 -1.23712281470348 1.13901154220813 Neutral
91 0 0.431281997827984 0.356596308091338 Neutral
92 2 -2.0094086286176 2.21898154100447 Neutral
93 2 3.73786304519618 -2.06828910482562 Negative
94 2 0.000668047231857871 0.73684092987522 Negative
95 3 -0.521462620869497 1.77054450973457 Positive
96 4 -1.13130115078469 1.94737064088338 Neutral
97 0 -0.292849995796836 -1.0190003313602 Neutral
98 0 -0.857847449976395 1.69150865079365 Neutral
99 0 -1.85258658355313 0.0953750110850483 Neutral
100 2 0.0751615258720943 1.999346359528 Neutral
101 2 2.33212091127032 -1.27712617203725 Positive
102 2 -1.9756060563735 1.90692576617886 Neutral
103 0 0.387113862206469 0.305462481061211 Neutral
104 1 1.7060744766838 -1.39047595504273 Neutral
105 0 -1.76435767937142 1.12847123961323 Neutral
106 2 -0.583362333477068 1.35188047825691 Neutral
107 1 -1.3015286133454 0.415505337278314 Neutral
108 0 -1.49220539695285 1.19894477560353 Neutral
109 2 0.0666197223257627 1.85955670562792 Neutral
110 0 -1.85001706779087 -1.17121979297909 Neutral
111 0 -0.817159214092531 0.950213914667507 Neutral
112 0 -1.14673086855533 0.358295029152527 Neutral
113 0 -0.481956619193964 -0.319049783160807 Neutral
114 1 -1.47231065976234 0.970367140543007 Positive
115 5 4.03798208140632 -0.824580225289095 Positive
116 1 0.644059379463925 1.39598667882542 Neutral
117 3 2.15485544305668 -0.943505605455856 Neutral
118 6 -2.0186848873977 3.29202249721522 Negative
119 2 -1.39350699616058 0.88487393575958 Negative
120 3 2.81755623449075 -1.954445542984 Negative
121 0 -1.13101180748685 -2.56327981948753 Neutral
122 1 -2.55811375523736 1.56934727120808 Neutral
123 0 -1.78510172519345 -0.530793013951329 Neutral
124 0 -0.0650587466140765 0.791774015876156 Neutral
125 0 2.34834686313796 -2.46129794536496 Neutral
126 5 1.79870287441732 -0.531229235191339 Neutral
127 8 -0.0761767582885796 2.39606572520392 Negative
128 1 -1.86127880445601 -0.250504775469158 Neutral
129 0 -0.19999002923641 -2.30491364104985 Neutral
130 0 -3.12802463641859 -0.332328682438902 Neutral
131 0 -2.2241417889117 -0.14186104981715 Neutral
132 0 -2.11834300999921 0.537112349053999 Neutral
133 8 -1.1934767751215 2.75974654444818 Negative
134 0 -0.321045864386244 -1.84196619782721 Neutral
135 2 1.94764027827433 -2.09912177147859 Negative
136 0 0.394088114022764 -2.06724632868658 Neutral
137 1 0.878946882156358 -0.608974176812318 Neutral
138 0 -0.872473946016023 -1.85866173093591 Neutral
139 1 2.03760188436855 -2.43713612048693 Negative
140 2 -2.78803616503864 -0.469568622574928 Positive
141 2 0.400334311393572 1.86759159927739 Positive
142 6 3.14701531211612 -0.393312587205598 Neutral
143 2 -1.22855355029584 0.271439326717088 Neutral
144 2 -0.825152350696117 2.35345925210028 Neutral
145 1 0.290844834428373 2.02632240039381 Neutral
146 1 -2.50249774707518 1.66085893567953 Positive
147 0 -1.03175271692604 0.63203803001555 Neutral
148 0 -1.41573193561153 0.719044915312004 Neutral
149 3 2.09835996942534 -1.26454933137856 Neutral
150 1 -1.68746381015671 1.02334497901901 Neutral
151 1 -0.250724148096975 1.93911891499845 Neutral
152 7 -1.05723322573244 2.82551292210276 Neutral
153 0 -1.09797357880207 -1.4108707104932 Neutral
154 6 2.0368595494028 -0.143928566726293 Neutral
155 0 -1.58708921769157 -0.0944658065245583 Neutral
156 0 -1.71666354744488 -0.124184575344126 Neutral
157 0 2.88146191386511 -2.935969100766 Neutral
158 0 -0.0239780998824558 1.19802384589254 Neutral
159 0 0.495297434629303 0.298975899661911 Neutral
160 6 3.88456368038667 -0.31858709264192 Neutral
161 0 -1.17580143805136 0.595294093848768 Neutral
162 0 -1.12750591007957 0.648251973512698 Neutral
163 5 2.51910972769044 -0.0875479800443812 Neutral
164 0 3.43211502119703 -3.10286055256319 Neutral
165 3 -0.575450791450913 2.29668102696167 Positive
166 5 1.82753206446522 -0.584421381883709 Neutral
167 0 -0.298148869386677 -1.12987214572219 Neutral
168 1 -2.89505203487426 0.645261723473831 Negative
169 0 -0.244771544871715 0.998673906906819 Neutral
170 3 -0.541351550847948 2.14295051544488 Neutral
171 0 -1.23695405860266 -0.0322284601806591 Neutral
172 0 0.281576748090781 0.286006239049883 Neutral
173 1 -2.34782253824528 2.20159686745011 Neutral
174 1 0.08963971153401 1.30160850399923 Positive
175 1 -1.01314081282288 0.676945600371997 Negative
176 3 3.24243094864721 -1.96851842292323 Neutral
177 0 -1.7434148240072 -1.82586653228204 Neutral
178 0 0.457007670121592 -1.80509216452382 Neutral
179 0 -0.49363771712788 0.790429672016893 Neutral
180 0 -2.21502131717368 -1.48570144969772 Neutral
181 1 -0.0605603297284002 0.927062146903417 Positive
182 0 1.24013747252022 0.153479430051055 Neutral
183 0 -0.749012083750124 -0.100817277704826 Neutral
184 0 -1.34169941521834 0.883887148429006 Neutral
185 1 3.70386675022414 -1.89083735506263 Neutral
186 3 -0.472878254421402 2.69723423310951 Neutral
187 0 -0.884430745557483 -1.73114404740122 Neutral
188 1 2.23255542652687 -1.93333647446637 Positive
189 4 2.23017796774217 -0.817812196120764 Positive
190 3 -1.10873806602796 2.31550974004231 Positive
191 0 -2.79007188123153 -0.357663402988211 Neutral
192 1 -1.8972386949902 1.29331717675155 Negative
193 1 -2.21108479455038 -0.439982471585118 Negative
194 1 -1.04706461467529 -1.44084534627689 Negative
195 0 -1.07131555933474 -0.297090230275283 Neutral
196 4 -0.260438403753961 2.6205414733858 Neutral
197 6 4.06520160309704 -0.693020454888021 Neutral
198 0 2.12470792054133 -4.03236394520219 Neutral
199 10 1.08356398205625 2.71005124018649 Negative
200 2 0.0442910519052804 1.11126389430885 Neutral
201 2 1.20634909587314 -1.79400652876709 Negative
202 0 1.49506574033059 0.241508404291654 Neutral
203 0 1.73365069532042 -0.929646088294914 Neutral
204 0 0.121536354644606 1.09793251509603 Neutral
205 1 -1.88785582871221 1.26126229936371 Neutral
206 0 -0.39943843677656 -1.09662986515994 Neutral
207 4 -1.00116416902982 1.92405495384465 Negative
208 2 3.98909359982645 -1.8176328127587 Neutral
209 11 4.42864384913677 -0.218423324131952 Neutral
210 0 3.06542145550147 -2.27455444288001 Neutral
211 2 -0.855014788795136 1.90121399598358 Neutral
212 0 -0.773045313866413 0.19237666896642 Neutral
213 2 -1.47433869998104 1.26214696829797 Neutral
214 6 3.54780126224585 -0.156986202718915 Positive
215 0 -2.5537540481989 0.616776836788946 Neutral
216 0 -1.35542320403585 0.707272015076907 Neutral
217 4 3.22181438027397 -1.12731996093009 Positive
218 0 -1.68901319262486 -3.91513375185169 Neutral
219 2 -0.117933638753076 1.3502633355189 Neutral
220 0 0.578705156016337 1.22644726667885 Neutral
221 0 -1.63828300394306 0.294970485829681 Neutral
222 0 -3.00368774167269 -0.603389119287506 Neutral
223 0 -0.440797543782322 1.00441610125725 Neutral
224 1 1.36127403064517 -0.989873711552501 Neutral
225 0 -0.456661479616803 -2.16384583597489 Neutral
226 1 -1.20492932215561 0.549993063489441 Positive
227 5 0.400784325180398 1.77711232169539 Negative
228 1 4.04807617037739 -2.26716566823355 Positive
229 2 0.707763148411106 1.52252731288952 Neutral
230 0 -2.21758649711422 -1.90935735756418 Neutral
231 1 -1.0951322662166 2.37609366621716 Positive
232 0 -1.99078286825607 -1.45766706126939 Neutral
233 0 0.139554013935896 -1.54225672740334 Neutral
234 7 0.557889811519899 2.28873242100557 Negative
235 4 -0.394142706436844 1.75631710618473 Negative
236 1 -0.19526414787179 0.907742238147482 Neutral
237 1 -2.41396608274169 1.51696040823693 Neutral
238 0 -0.403204513009375 -1.03008585052864 Neutral
239 1 -2.23765649846244 -1.04960941058963 Neutral
240 1 -0.958054556568472 -0.464545203720377 Neutral
241 0 -1.77583845405942 -1.5053822585454 Neutral
242 3 1.77304510134979 -1.65298012235424 Neutral
243 0 -0.00583647616376803 0.651553456568346 Neutral
244 3 -1.12789644870896 1.69659305137268 Neutral
245 1 -1.93234011553901 -1.73565059340783 Neutral
246 3 0.313150409336427 1.19349173239618 Negative
247 0 -1.01769505528939 0.521251501573351 Neutral
248 4 -1.44219491251893 2.01790804977579 Negative
249 0 0.63253437829652 -0.494047202847064 Neutral
250 2 -1.70688136731065 -0.575742977601017 Positive
